bug: ap_escape_html2 in http2env, pair: (ap_escape_html2, apr_pstrcat), support: 17, confidence: 425.00%
bug: log_error_core in ap_fcgi_encode_env, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_fini_vhost_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in set_override, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in core_create_conn, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in set_override_list, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_setup_client_block, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_pass_brigade_fchk, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_select_protocol, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_read_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_note_auth_failure, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_get_mime_headers_core, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_content_length_filter, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_core_output_filter, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in set_loglevel, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_mpm_safe_kill, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in table_do_fn_check_lengths, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_note_basic_auth_failure, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in process_timeout_queue, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in event_check_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in sig_coredump, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_create_scoreboard, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_process_config_tree, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_log_pid, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_die_r, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in log_backtrace, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_send_interim_response, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in set_max_workers, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_cookie_remove, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_log_mpm_common, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in event_open_logs, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in open_error_log, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in core_override_type, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in default_handler, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in core_check_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_if_walk_sub, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_response_code_string, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in decl_die, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_uname2id, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_http_header_filter, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_mpm_set_max_requests, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in join_workers, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_parse_vhost_addrs, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_cookie_write2, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_process_request, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_unixd_set_rlimit, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_invoke_handler, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in load_file, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_log_command_line, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in reclaim_one_pid, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_proc_mutex_create, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_cookie_write, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_http_filter, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_is_recursion_limit_exceeded, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in piped_log_maintenance, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in add_any_filter, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_read_request, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_duplicate_listeners, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in invoke_cmd, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_global_mutex_create, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_resolve_env, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_sock_disable_nagle, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in event_pre_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_get_basic_auth_pw, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_unixd_accept, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_setup_listeners, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_expr_exec_ctx, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_note_digest_auth_failure, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_walk_config, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in set_document_root, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in event_run, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_scan_script_header_err_core_ex, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in internal_internal_redirect, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_process_async_request, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_set_name_virtual_host, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in log_child_errfn, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in unescape_func, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in check_headers_table, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_reopen_scoreboard, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in add_any_filter_handle, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: log_error_core in ap_cookie_remove2, pair: (apr_pool_destroy, log_error_core), support: 15, confidence: 250.00%
bug: apr_filepath_merge in ap_mpm_set_coredumpdir, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_replace_stderr_log, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_runtime_dir_relative, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_remove_pid, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_core_translate, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_mutex_register, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in test_iffile_section, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_read_pid, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in dirsection, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in filesection, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_create_scoreboard, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_log_pid, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_set_file_slot, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_mpm_dump_pidfile, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in set_runtime_dir, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in dso_load, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_server_root_relative, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_parse_mutex, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_sub_req_lookup_file, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in op_file_subr, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_global_mutex_create, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in ap_mutex_init, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in set_document_root, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_filepath_merge in set_server_root, pair: (apr_filepath_merge, strcmp), support: 11, confidence: 84.62%
bug: apr_bucket_flush_create in ap_send_interim_response, pair: (ap_pass_brigade, apr_bucket_flush_create), support: 10, confidence: 125.00%
bug: apr_bucket_flush_create in ap_fflush, pair: (ap_pass_brigade, apr_bucket_flush_create), support: 10, confidence: 125.00%
bug: ap_get_brigade in ap_check_pipeline, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 142.86%
bug: ap_get_brigade in ap_get_mime_headers_core, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 142.86%
bug: ap_get_brigade in ap_process_request_after_handler, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 142.86%
bug: ap_get_brigade in ap_rgetline_core, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 142.86%
bug: apr_brigade_destroy in core_upgrade_handler, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in process_socket, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_flush_conn, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_get_mime_headers, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_process_http_connection, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_byterange_filter, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_send_interim_response, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_start_lingering_close, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_lingering_close, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: apr_brigade_destroy in ap_shutdown_conn, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 83.33%
bug: log_error_core in ap_check_pipeline, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in http2env, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in make_sock, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_cookie_read, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_init_rng, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_replace_stderr_log, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_update_vhost_from_headers, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_end_gen_helper, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in process_socket, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_get_local_host, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_remove_module, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_log_assert, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in basic_http_header, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in make_child, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in fix_hostname, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_xml_parse_input, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in listener_thread, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in worker_thread, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_recursion_limit, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_process_child_status, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_remove_pid, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_core_translate, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_default_type, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in core_pre_connection, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in core_post_config, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in abort_socket_nonblocking, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_fatal_signal_setup, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_gname2id, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in stop_lingering_close, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_core_child_status, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in send_brigade_nonblocking, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_read_pid, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in log_data_core, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_error_document, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_podx_signal, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_method_register, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in piped_log_spawn, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_unixd_mpm_set_signals, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_podx_killpg, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_fcgi_encode_env, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_fini_vhost_config, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_override, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in core_create_conn, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_override_list, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_setup_client_block, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_pass_brigade_fchk, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_note_auth_failure, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_get_mime_headers_core, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_content_length_filter, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_core_output_filter, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_safe_kill, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in table_do_fn_check_lengths, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_note_basic_auth_failure, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in process_timeout_queue, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in event_check_config, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in sig_coredump, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_create_scoreboard, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_process_config_tree, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_log_pid, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in log_backtrace, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_send_interim_response, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_max_workers, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_cookie_remove, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_log_mpm_common, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in event_open_logs, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in child_main, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in default_handler, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_if_walk_sub, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_response_code_string, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in decl_die, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_uname2id, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_http_header_filter, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in usage, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_set_max_requests, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in join_workers, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_parse_vhost_addrs, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_cookie_write2, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_process_request, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_unixd_set_rlimit, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in dummy_connection, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_invoke_handler, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in push2worker, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in load_file, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_log_command_line, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in start_threads, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in reclaim_one_pid, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_cookie_write, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_http_filter, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_is_recursion_limit_exceeded, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in op_file_subr, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in piped_log_maintenance, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in add_any_filter, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in invoke_cmd, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_global_mutex_create, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_resolve_env, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_sock_disable_nagle, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in event_pre_config, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_get_basic_auth_pw, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_unixd_accept, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_expr_exec_ctx, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_note_digest_auth_failure, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_mpm_pod_signal, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_walk_config, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in set_document_root, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in event_run, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in internal_internal_redirect, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_process_async_request, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_set_name_virtual_host, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in log_child_errfn, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in unescape_func, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in check_headers_table, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_reopen_scoreboard, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in add_any_filter_handle, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: log_error_core in ap_cookie_remove2, pair: (log_error_core, strcmp), support: 25, confidence: 416.67%
bug: apr_pstrcat in set_etag_bits, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_get_server_name_for_url, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_internal_redirect_handler, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_parse_htaccess, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_psignature, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_options, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in core_post_config, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_dir_cfgmatch, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_internal_redirect, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_allow2f, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in process_command_config, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_custom_response, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_add_version_component, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_error_document, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_construct_url, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in parse_errorlog_item, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_sethandler, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in req_table_func, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_regname, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_read_config, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_cgi_var, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in req_header_var_fn, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_process_config_tree, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_set_file_slot, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_cookie_remove, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in include_config, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in dso_load, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_cookie_write2, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in load_file, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_proc_mutex_create, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_cookie_write, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in set_errorlog_format, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in ap_create_environment, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
bug: apr_pstrcat in invoke_cmd, pair: (apr_pstrcat, strlen), support: 94, confidence: 130.56%
